PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 1064nm	Range Auto	Sens 300,33E-3 V/W	Zero 16,84E-6  V
18/6/2024 10:07:05,214 	6,6035E-3	W
18/6/2024 10:07:06,291 	6,6097E-3	W
18/6/2024 10:07:07,348 	6,6114E-3	W
18/6/2024 10:07:08,385 	6,6130E-3	W
18/6/2024 10:07:09,450 	6,6148E-3	W
18/6/2024 10:07:10,487 	6,6159E-3	W
18/6/2024 10:07:11,548 	6,6205E-3	W
18/6/2024 10:07:12,585 	6,6245E-3	W
18/6/2024 10:07:13,650 	6,6243E-3	W
18/6/2024 10:07:14,688 	6,6260E-3	W
18/6/2024 10:07:15,749 	6,6237E-3	W
18/6/2024 10:07:16,788 	6,6222E-3	W
18/6/2024 10:07:17,851 	6,6206E-3	W
18/6/2024 10:07:18,887 	6,6192E-3	W
18/6/2024 10:07:19,948 	6,6226E-3	W
18/6/2024 10:07:20,985 	6,6227E-3	W
18/6/2024 10:07:22,051 	6,6252E-3	W
18/6/2024 10:07:23,087 	6,6238E-3	W
18/6/2024 10:07:24,149 	6,6231E-3	W
18/6/2024 10:07:25,187 	6,6247E-3	W
18/6/2024 10:07:26,252 	6,6267E-3	W
18/6/2024 10:07:27,291 	6,6209E-3	W
18/6/2024 10:07:28,351 	6,6194E-3	W
18/6/2024 10:07:29,389 	6,6196E-3	W
18/6/2024 10:07:30,450 	6,6169E-3	W
18/6/2024 10:07:31,486 	6,6186E-3	W
18/6/2024 10:07:32,549 	6,6199E-3	W
18/6/2024 10:07:33,584 	6,6233E-3	W
18/6/2024 10:07:34,650 	6,6234E-3	W
18/6/2024 10:07:35,688 	6,6278E-3	W
18/6/2024 10:07:36,749 	6,6254E-3	W
18/6/2024 10:07:37,786 	6,6263E-3	W
18/6/2024 10:07:38,851 	6,6269E-3	W
18/6/2024 10:07:39,889 	6,6229E-3	W
18/6/2024 10:07:40,951 	6,6232E-3	W
18/6/2024 10:07:41,988 	6,6235E-3	W
18/6/2024 10:07:43,051 	6,6230E-3	W
18/6/2024 10:07:44,088 	6,6225E-3	W
18/6/2024 10:07:45,149 	6,6217E-3	W
18/6/2024 10:07:46,189 	6,6212E-3	W
