PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 1064nm	Range Auto	Sens 300,33E-3 V/W	Zero 16,84E-6  V
18/6/2024 10:15:10,295 	7,2416E-3	W
18/6/2024 10:15:11,377 	7,2408E-3	W
18/6/2024 10:15:12,437 	7,2371E-3	W
18/6/2024 10:15:13,476 	7,2365E-3	W
18/6/2024 10:15:14,535 	7,2377E-3	W
18/6/2024 10:15:15,574 	7,2351E-3	W
18/6/2024 10:15:16,637 	7,2366E-3	W
18/6/2024 10:15:17,673 	7,2382E-3	W
18/6/2024 10:15:18,734 	7,2391E-3	W
18/6/2024 10:15:19,770 	7,2402E-3	W
18/6/2024 10:15:20,836 	7,2436E-3	W
18/6/2024 10:15:21,873 	7,2480E-3	W
18/6/2024 10:15:22,935 	7,2484E-3	W
18/6/2024 10:15:23,975 	7,2504E-3	W
18/6/2024 10:15:25,037 	7,2505E-3	W
18/6/2024 10:15:26,073 	7,2491E-3	W
18/6/2024 10:15:27,135 	7,2498E-3	W
18/6/2024 10:15:28,171 	7,2479E-3	W
18/6/2024 10:15:29,236 	7,2439E-3	W
18/6/2024 10:15:30,272 	7,2451E-3	W
18/6/2024 10:15:31,335 	7,2465E-3	W
18/6/2024 10:15:32,371 	7,2436E-3	W
18/6/2024 10:15:33,435 	7,2395E-3	W
18/6/2024 10:15:34,471 	7,2390E-3	W
18/6/2024 10:15:35,533 	7,2380E-3	W
18/6/2024 10:15:36,569 	7,2415E-3	W
18/6/2024 10:15:37,635 	7,2442E-3	W
18/6/2024 10:15:38,671 	7,2445E-3	W
18/6/2024 10:15:39,733 	7,2446E-3	W
18/6/2024 10:15:40,770 	7,2442E-3	W
18/6/2024 10:15:41,836 	7,2460E-3	W
18/6/2024 10:15:42,872 	7,2474E-3	W
18/6/2024 10:15:43,934 	7,2488E-3	W
18/6/2024 10:15:44,971 	7,2483E-3	W
18/6/2024 10:15:46,036 	7,2475E-3	W
18/6/2024 10:15:47,075 	7,2458E-3	W
18/6/2024 10:15:48,133 	7,2453E-3	W
18/6/2024 10:15:49,173 	7,2448E-3	W
18/6/2024 10:15:50,234 	7,2435E-3	W
18/6/2024 10:15:51,272 	7,2466E-3	W
