PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 1064nm	Range Auto	Sens 300,33E-3 V/W	Zero 16,84E-6  V
4/6/2024 09:42:07,248 	1,2098E-1	W
4/6/2024 09:42:08,790 	1,2141E-1	W
4/6/2024 09:42:10,380 	1,2135E-1	W
4/6/2024 09:42:11,930 	1,2173E-1	W
4/6/2024 09:42:13,482 	1,2180E-1	W
4/6/2024 09:42:15,030 	1,2181E-1	W
4/6/2024 09:42:16,730 	1,2178E-1	W
4/6/2024 09:42:18,285 	1,2176E-1	W
4/6/2024 09:42:19,830 	1,2174E-1	W
4/6/2024 09:42:21,379 	1,2173E-1	W
4/6/2024 09:42:22,929 	1,2172E-1	W
4/6/2024 09:42:24,468 	1,2175E-1	W
4/6/2024 09:42:26,024 	1,2182E-1	W
4/6/2024 09:42:27,584 	1,2189E-1	W
4/6/2024 09:42:29,124 	1,2192E-1	W
4/6/2024 09:42:30,674 	1,2197E-1	W
4/6/2024 09:42:32,231 	1,2199E-1	W
4/6/2024 09:42:33,771 	1,2197E-1	W
4/6/2024 09:42:35,342 	1,2191E-1	W
4/6/2024 09:42:36,923 	1,2187E-1	W
4/6/2024 09:42:38,483 	1,2185E-1	W
4/6/2024 09:42:40,026 	1,2181E-1	W
4/6/2024 09:42:41,569 	1,2177E-1	W
4/6/2024 09:42:43,125 	1,2173E-1	W
4/6/2024 09:42:44,684 	1,2166E-1	W
4/6/2024 09:42:46,222 	1,2158E-1	W
4/6/2024 09:42:47,790 	1,2148E-1	W
4/6/2024 09:42:49,361 	1,2137E-1	W
4/6/2024 09:42:50,923 	1,2131E-1	W
4/6/2024 09:42:52,507 	1,2122E-1	W
4/6/2024 09:42:54,077 	1,2116E-1	W
4/6/2024 09:42:55,627 	1,2114E-1	W
4/6/2024 09:42:57,176 	1,2114E-1	W
4/6/2024 09:42:58,732 	1,2114E-1	W
4/6/2024 09:43:00,282 	1,2116E-1	W
