PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 1064nm	Range Auto	Sens 300,33E-3 V/W	Zero 16,84E-6  V
11/6/2024 14:01:35,163 	5,3478E-3	W
11/6/2024 14:01:36,006 	5,4169E-3	W
11/6/2024 14:01:36,879 	5,4708E-3	W
11/6/2024 14:01:37,742 	5,5187E-3	W
11/6/2024 14:01:38,593 	5,5559E-3	W
11/6/2024 14:01:39,444 	5,5854E-3	W
11/6/2024 14:01:40,291 	5,6069E-3	W
11/6/2024 14:01:41,143 	5,6268E-3	W
11/6/2024 14:01:41,988 	5,6398E-3	W
11/6/2024 14:01:42,845 	5,6511E-3	W
11/6/2024 14:01:43,698 	5,6618E-3	W
11/6/2024 14:01:44,543 	5,6677E-3	W
11/6/2024 14:01:45,397 	5,6745E-3	W
11/6/2024 14:01:46,287 	5,6778E-3	W
11/6/2024 14:01:47,137 	5,6824E-3	W
11/6/2024 14:01:47,977 	5,6850E-3	W
11/6/2024 14:01:48,842 	5,6872E-3	W
11/6/2024 14:01:49,692 	5,6878E-3	W
11/6/2024 14:01:50,542 	5,6896E-3	W
11/6/2024 14:01:51,402 	5,6907E-3	W
11/6/2024 14:01:52,302 	5,6943E-3	W
11/6/2024 14:01:53,203 	5,6916E-3	W
11/6/2024 14:01:54,103 	5,6932E-3	W
11/6/2024 14:01:55,017 	5,6936E-3	W
11/6/2024 14:01:55,904 	5,6953E-3	W
11/6/2024 14:01:56,807 	5,6943E-3	W
11/6/2024 14:01:57,699 	5,6952E-3	W
11/6/2024 14:01:58,598 	5,6945E-3	W
11/6/2024 14:01:59,500 	5,6963E-3	W
11/6/2024 14:02:00,398 	5,6959E-3	W
11/6/2024 14:02:01,299 	5,6956E-3	W
11/6/2024 14:02:02,194 	5,6949E-3	W
11/6/2024 14:02:03,089 	5,6983E-3	W
11/6/2024 14:02:03,939 	5,6981E-3	W
11/6/2024 14:02:04,769 	5,6995E-3	W
11/6/2024 14:02:05,641 	5,6980E-3	W
11/6/2024 14:02:06,490 	5,6969E-3	W
11/6/2024 14:02:07,349 	5,6982E-3	W
11/6/2024 14:02:08,245 	5,7005E-3	W
11/6/2024 14:02:09,091 	5,7023E-3	W
