PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 1064nm	Range Auto	Sens 300,33E-3 V/W	Zero 16,84E-6  V
11/6/2024 13:50:27,145 	4,3237E-5	W
11/6/2024 13:50:27,990 	4,3306E-5	W
11/6/2024 13:50:28,834 	4,2463E-5	W
11/6/2024 13:50:29,692 	4,2357E-5	W
11/6/2024 13:50:30,532 	4,2721E-5	W
11/6/2024 13:50:31,386 	4,2182E-5	W
11/6/2024 13:50:32,285 	4,1546E-5	W
11/6/2024 13:50:33,184 	4,1741E-5	W
11/6/2024 13:50:34,086 	4,0991E-5	W
11/6/2024 13:50:34,984 	4,0780E-5	W
11/6/2024 13:50:35,885 	4,0832E-5	W
11/6/2024 13:50:36,783 	4,1159E-5	W
11/6/2024 13:50:37,685 	4,0332E-5	W
11/6/2024 13:50:38,583 	3,9883E-5	W
11/6/2024 13:50:39,484 	4,0232E-5	W
11/6/2024 13:50:40,385 	3,9163E-5	W
11/6/2024 13:50:41,287 	3,9905E-5	W
11/6/2024 13:50:42,184 	3,9183E-5	W
11/6/2024 13:50:43,085 	3,9711E-5	W
11/6/2024 13:50:43,987 	3,9908E-5	W
11/6/2024 13:50:44,889 	3,9514E-5	W
11/6/2024 13:50:45,783 	3,9271E-5	W
11/6/2024 13:50:46,635 	3,8942E-5	W
11/6/2024 13:50:47,474 	4,0062E-5	W
11/6/2024 13:50:48,332 	3,9419E-5	W
11/6/2024 13:50:49,183 	4,0580E-5	W
11/6/2024 13:50:50,033 	4,0042E-5	W
11/6/2024 13:50:50,887 	3,9784E-5	W
11/6/2024 13:50:51,783 	4,0229E-5	W
11/6/2024 13:50:52,686 	3,9511E-5	W
11/6/2024 13:50:53,584 	4,0253E-5	W
11/6/2024 13:50:54,486 	4,0291E-5	W
11/6/2024 13:50:55,384 	4,0332E-5	W
11/6/2024 13:50:56,286 	4,0584E-5	W
11/6/2024 13:50:57,183 	4,0161E-5	W
11/6/2024 13:50:58,085 	3,9830E-5	W
11/6/2024 13:50:58,983 	4,0295E-5	W
11/6/2024 13:50:59,884 	4,0397E-5	W
11/6/2024 13:51:00,783 	4,1014E-5	W
11/6/2024 13:51:01,683 	4,0714E-5	W
